,RANK,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS,%_FIR,FAIRWAYS HIT,POSSIBLE FAIRWAYS,%_GIR,GREENS HIT,# HOLES,RELATIVE/PAR,%_Scrambling,PAR OR BETTER,MISSED GIR,AVG_Putting,# OF PUTTS,# OF HOLES,AVG_SG_Tee,TOTAL SG:OTT,MEASURED ROUNDS,AVG_SG_APP,TOTAL SG:APP,AVG_SG_ARG,TOTAL SG:ARG,AVG_SG_PUTTING,TOTAL SG:PUTTING
105,106,36326,David Lipsky,19.213,441.903,0.6303901437371663,614.0,974.0,0.6619047619047619,834.0,1260.0,-0.26,0.6173708920187794,263.0,426.0,1.609,2027.0,1260.0,-0.242,-13.293,55.0,0.249,13.695,0.086,4.72,-0.389,-21.38
106,107,52514,Trace Crowe,18.65,93.252,,,,,,,,,,,,,,,,,,,,,,
107,108,55182,Tom Kim,18.5,425.508,0.6,720.0,1200.0,0.6350129198966409,983.0,1548.0,-0.27,0.5893805309734513,333.0,565.0,1.593,2466.0,1548.0,-0.204,-15.088,74.0,0.152,11.224,0.197,14.575,-0.103,-7.596
108,109,54576,Patrick Fishburn,18.404,423.295,0.5764818355640535,603.0,1046.0,0.7155555555555555,966.0,1350.0,-0.27,0.59375,228.0,384.0,1.653,2232.0,1350.0,0.268,17.137,64.0,0.144,9.226,-0.029,-1.887,0.098,6.255
109,110,47679,Victor Perez,18.346,366.923,0.6300403225806451,625.0,992.0,0.7145061728395061,926.0,1296.0,-0.26,0.6,222.0,370.0,1.649,2137.0,1296.0,0.12,8.252,69.0,0.491,33.9,-0.205,-14.151,0.178,12.314
110,111,50484,Hayden Springer,17.868,303.755,0.5625,468.0,832.0,0.649074074074074,701.0,1080.0,-0.33,0.5699208443271768,216.0,379.0,1.598,1726.0,1080.0,0.201,10.231,51.0,-0.308,-15.699,-0.178,-9.101,0.321,16.394
111,112,39977,Max Homa,17.574,351.475,0.5872689938398358,572.0,974.0,0.6545893719806763,813.0,1242.0,-0.29,0.5990675990675991,257.0,429.0,1.591,1976.0,1242.0,-0.019,-1.182,61.0,-0.333,-20.323,-0.116,-7.072,-0.005,-0.308
112,112,51894,Vince Whaley,17.574,404.206,0.5366269165247018,630.0,1174.0,0.6759259259259259,1022.0,1512.0,-0.3,0.6469387755102041,317.0,490.0,1.587,2400.0,1512.0,0.072,4.98,69.0,-0.044,-3.066,0.182,12.53,0.184,12.68
113,114,37275,Sam Ryder,17.543,368.41,0.5880681818181818,621.0,1056.0,0.6513157894736842,891.0,1368.0,-0.32,0.6373165618448637,304.0,477.0,1.566,2142.0,1368.0,-0.213,-14.719,69.0,0.007,0.515,-0.027,-1.894,0.597,41.183
114,115,33968,Thorbjørn Olesen,17.302,311.443,0.6156462585034014,543.0,882.0,0.7022569444444444,809.0,1152.0,-0.29,0.5830903790087464,200.0,343.0,1.642,1892.0,1152.0,0.214,13.276,62.0,0.199,12.33,0.038,2.336,0.29,17.981
115,116,57586,Jesper Svensson,17.274,362.757,0.5473887814313346,566.0,1034.0,0.6644444444444444,897.0,1350.0,-0.33,0.5783664459161147,262.0,453.0,1.59,2147.0,1350.0,0.531,36.081,68.0,-0.219,-14.871,0.043,2.916,0.1,6.768
116,117,51950,Max McGreevy,17.16,411.834,0.6624513618677043,681.0,1028.0,0.6651651651651652,886.0,1332.0,-0.29,0.5762331838565022,257.0,446.0,1.617,2154.0,1332.0,0.319,20.111,63.0,0.039,2.444,-0.089,-5.577,-0.197,-12.407
117,118,38991,Alejandro Tosti,16.671,333.429,0.5614525139664804,402.0,716.0,0.6452991452991453,604.0,936.0,-0.32,0.5993975903614458,199.0,332.0,1.599,1497.0,936.0,0.352,15.128,43.0,-0.162,-6.956,0.167,7.162,-0.58,-24.933
118,119,57362,Austin Eckroat,16.115,370.656,0.6539162112932605,718.0,1098.0,0.6759259259259259,949.0,1404.0,-0.28,0.5472527472527473,249.0,455.0,1.638,2300.0,1404.0,0.25,17.748,71.0,0.209,14.838,-0.397,-28.159,-0.104,-7.375
119,120,51696,Rico Hoey,15.665,375.953,0.6697952218430034,785.0,1172.0,0.7208994708994709,1090.0,1512.0,-0.27,0.5876777251184834,248.0,422.0,1.67,2525.0,1512.0,0.669,46.191,69.0,0.584,40.316,-0.017,-1.149,-1.068,-73.687
120,121,12716,Charley Hoffman,15.409,231.133,,,,,,,,,,,,,,,,,,,,,,
121,122,33597,Harry Higgs,15.363,337.995,0.565843621399177,550.0,972.0,0.6531746031746032,823.0,1260.0,-0.3,0.5789473684210527,253.0,437.0,1.604,2021.0,1260.0,0.116,7.07,61.0,-0.071,-4.336,-0.349,-21.276,0.026,1.597
122,123,60019,Jackson Suber,15.262,320.493,0.5354609929078015,453.0,846.0,0.6648451730418944,730.0,1098.0,-0.27,0.5869565217391305,216.0,368.0,1.624,1783.0,1098.0,-0.246,-13.278,54.0,0.268,14.496,-0.114,-6.146,-0.059,-3.192
123,124,30163,Henrik Norlander,14.877,327.29,0.6293436293436293,652.0,1036.0,0.6859259259259259,926.0,1350.0,-0.27,0.6132075471698113,260.0,424.0,1.635,2207.0,1350.0,-0.329,-21.044,64.0,0.656,42.005,-0.186,-11.877,-0.187,-11.981
124,125,59440,Ricky Castillo,14.734,324.137,0.5948453608247423,577.0,970.0,0.696031746031746,877.0,1260.0,-0.27,0.639686684073107,245.0,383.0,1.625,2048.0,1260.0,0.352,20.741,59.0,0.122,7.178,0.143,8.418,-0.261,-15.37
125,126,27649,Brandt Snedeker,14.715,279.58,0.6701030927835051,520.0,776.0,0.6557539682539683,661.0,1008.0,-0.29,0.6282420749279539,218.0,347.0,1.573,1586.0,1008.0,-0.318,-15.558,49.0,-0.154,-7.546,-0.017,-0.856,0.577,28.272
126,127,36824,Paul Peterson,14.554,291.074,0.7340720221606648,530.0,722.0,0.6720085470085471,629.0,936.0,-0.28,0.6091205211726385,187.0,307.0,1.587,1485.0,936.0,-0.347,-15.27,44.0,-0.163,-7.154,0.121,5.314,0.311,13.692
127,128,34587,Chan Kim,14.53,334.188,0.5993723849372385,573.0,956.0,0.6658615136876006,827.0,1242.0,-0.3,0.5975903614457831,248.0,415.0,1.61,1999.0,1242.0,-0.234,-13.586,58.0,0.274,15.869,0.129,7.459,-0.232,-13.479
128,129,29221,Webb Simpson,14.509,130.583,,,,,,,,,,,,,,,,,,,,,,
129,130,47983,Chad Ramey,13.865,318.904,0.6182008368200836,591.0,956.0,0.6747181964573269,838.0,1242.0,-0.29,0.6089108910891089,246.0,404.0,1.591,1976.0,1242.0,-0.062,-3.589,58.0,-0.081,-4.716,-0.163,-9.428,0.251,14.579
130,131,35658,Kris Ventura,13.838,304.427,0.5955414012738853,561.0,942.0,0.684640522875817,838.0,1224.0,-0.29,0.5803108808290155,224.0,386.0,1.62,1983.0,1224.0,0.054,3.318,61.0,-0.009,-0.524,-0.146,-8.91,0.144,8.804
131,132,27214,Kevin Streelman,13.725,54.9,,,,,,,,,,,,,,,,,,,,,,
132,133,52375,Doug Ghim,13.723,288.191,0.6160164271047228,600.0,974.0,0.6944444444444444,875.0,1260.0,-0.25,0.5948051948051948,229.0,385.0,1.636,2061.0,1260.0,0.268,17.987,67.0,0.521,34.932,0.179,11.99,-0.866,-58.028
133,134,40162,Justin Lower,13.64,313.717,0.6215644820295984,588.0,946.0,0.6503267973856209,796.0,1224.0,-0.28,0.5771028037383178,247.0,428.0,1.618,1980.0,1224.0,-0.15,-9.178,61.0,-0.126,-7.713,-0.296,-18.078,-0.098,-5.961
134,135,52513,Carson Young,13.558,284.726,0.6637744034707158,612.0,922.0,0.6936026936026936,824.0,1188.0,-0.27,0.6181318681318682,225.0,364.0,1.621,1926.0,1188.0,0.216,12.31,57.0,0.177,10.091,-0.294,-16.766,-0.087,-4.958
135,136,50582,Jeremy Paul,13.534,270.678,0.5469879518072289,454.0,830.0,0.6796296296296296,734.0,1080.0,-0.3,0.6213872832369942,215.0,346.0,1.603,1731.0,1080.0,0.0,0.006,49.0,-0.089,-4.364,-0.069,-3.386,-0.065,-3.202
136,137,57900,Chandler Phillips,13.365,294.029,0.59958071278826,572.0,954.0,0.6465378421900161,803.0,1242.0,-0.29,0.6195899772209568,272.0,439.0,1.589,1973.0,1242.0,-0.265,-16.955,64.0,-0.059,-3.774,0.212,13.559,-0.004,-0.236
137,138,28252,Seamus Power,13.288,279.044,0.6132897603485838,563.0,918.0,0.6683501683501684,794.0,1188.0,-0.28,0.6142131979695431,242.0,394.0,1.616,1920.0,1188.0,-0.002,-0.147,62.0,0.046,2.847,0.123,7.627,-0.211,-13.062
138,139,33199,Matteo Manassero,13.27,199.047,0.6028481012658228,381.0,632.0,0.6570048309178744,544.0,828.0,-0.26,0.704225352112676,200.0,284.0,1.586,1313.0,828.0,-0.89,-32.921,37.0,0.285,10.555,0.61,22.558,0.046,1.697
139,140,34255,Joseph Bramlett,12.605,176.466,,,,,,,,,,,,,,,,,,,,,,
140,141,56762,Will Gordon,12.368,234.985,0.5518731988472623,383.0,694.0,0.6877777777777778,619.0,900.0,-0.25,0.5658362989323843,159.0,281.0,1.673,1506.0,900.0,0.141,6.631,47.0,-0.085,-3.993,-0.209,-9.814,-0.366,-17.218
141,142,46646,Antoine Rozner,12.15,206.55,0.5658198614318707,490.0,866.0,0.6957671957671958,789.0,1134.0,-0.3,0.5333333333333333,184.0,345.0,1.661,1884.0,1134.0,0.035,1.845,52.0,0.464,24.109,-0.38,-19.781,-0.339,-17.606
142,143,27139,David Skinns,12.096,254.019,0.5583524027459954,488.0,874.0,0.6834215167548501,775.0,1134.0,-0.29,0.5738161559888579,206.0,359.0,1.637,1856.0,1134.0,-0.24,-13.454,56.0,0.298,16.696,-0.047,-2.635,-0.21,-11.77
143,144,32139,Danny Willett,12.006,168.08,,,,,,,,,,,,,,,,,,,,,,
144,145,57123,Steven Fisk,11.693,245.558,0.5983263598326359,572.0,956.0,0.714170692431562,887.0,1242.0,-0.27,0.5887323943661972,209.0,355.0,1.655,2056.0,1242.0,0.45,27.014,60.0,0.281,16.831,0.148,8.881,-0.468,-28.09
145,146,47917,Takumi Kanaya,11.682,257.011,0.715203426124197,668.0,934.0,0.6592039800995025,795.0,1206.0,-0.27,0.681265206812652,280.0,411.0,1.599,1928.0,1206.0,0.171,8.561,50.0,-0.442,-22.083,0.264,13.177,0.362,18.122
146,147,55789,Taylor Montgomery,11.659,198.2,0.5,389.0,778.0,0.6378968253968254,643.0,1008.0,-0.35,0.6438356164383562,235.0,365.0,1.521,1533.0,1008.0,-0.512,-25.11,49.0,-0.254,-12.459,0.336,16.447,0.932,45.656
147,148,51634,Sahith Theegala,11.607,208.928,0.5483516483516484,499.0,910.0,0.6444444444444445,754.0,1170.0,-0.28,0.5625,234.0,416.0,1.597,1869.0,1170.0,-0.199,-10.772,54.0,-0.194,-10.476,-0.025,-1.376,-0.166,-8.983
148,149,59866,Nick Dunlap,11.572,254.58,0.480083857442348,458.0,954.0,0.6372549019607843,780.0,1224.0,-0.27,0.5720720720720721,254.0,444.0,1.609,1970.0,1224.0,-1.469,-94.033,64.0,0.1,6.413,0.069,4.385,0.125,7.977
149,150,54328,Norman Xiong,11.562,69.373,,,,,,,,,,,,,,,,,,,,,,
150,151,55165,Noah Goodwin,11.553,219.498,0.6458333333333334,527.0,816.0,0.6619585687382298,703.0,1062.0,-0.29,0.6128133704735376,220.0,359.0,1.602,1701.0,1062.0,0.055,2.767,50.0,-0.16,-7.982,-0.07,-3.515,0.118,5.91
151,152,45523,Thriston Lawrence,11.43,205.739,0.6295264623955432,452.0,718.0,0.6709401709401709,628.0,936.0,-0.24,0.551948051948052,170.0,308.0,1.649,1543.0,936.0,0.231,9.465,41.0,-0.099,-4.041,-0.117,-4.782,-0.312,-12.809
152,153,47347,Adam Schenk,11.203,257.675,0.5296127562642369,465.0,878.0,0.6331569664902998,718.0,1134.0,-0.29,0.5865384615384616,244.0,416.0,1.604,1819.0,1134.0,0.082,4.607,56.0,-0.111,-6.244,-0.145,-8.103,-0.053,-2.942
153,154,33399,Adam Hadwin,11.056,254.28,0.6049019607843137,617.0,1020.0,0.6423135464231354,844.0,1314.0,-0.31,0.548936170212766,258.0,470.0,1.6,2102.0,1314.0,-0.158,-11.215,71.0,-0.509,-36.138,-0.044,-3.104,0.091,6.468
154,155,28775,Nate Lashley,10.863,217.266,0.6010928961748634,440.0,732.0,0.6729559748427673,642.0,954.0,-0.26,0.6442307692307693,201.0,312.0,1.628,1553.0,954.0,-0.105,-4.944,47.0,0.147,6.929,-0.042,-1.988,-0.126,-5.92
155,156,29535,Brice Garnett,10.462,198.77,0.6862068965517242,597.0,870.0,0.6944444444444444,775.0,1116.0,-0.26,0.6510263929618768,222.0,341.0,1.61,1797.0,1116.0,-0.092,-5.149,56.0,-0.235,-13.16,0.125,7.018,0.178,9.971
156,157,58605,Quade Cummins,10.353,217.409,0.5414847161572053,496.0,916.0,0.6531986531986532,776.0,1188.0,-0.29,0.6237864077669902,257.0,412.0,1.584,1882.0,1188.0,-0.027,-1.48,55.0,-0.234,-12.887,-0.077,-4.218,0.193,10.642
157,158,46601,Trey Mullinax,10.335,175.695,0.5179948586118251,403.0,778.0,0.6934523809523809,699.0,1008.0,-0.3,0.5631067961165048,174.0,309.0,1.618,1631.0,1008.0,0.041,1.985,49.0,0.025,1.234,-0.24,-11.738,-0.006,-0.307
158,159,48084,Wesley Bryan,10.333,31.0,,,,,,,,,,,,,,,,,,,,,,
159,160,35310,Lanto Griffin,10.183,234.21,0.6097560975609756,550.0,902.0,0.6632478632478632,776.0,1170.0,-0.27,0.5964467005076142,235.0,394.0,1.615,1890.0,1170.0,-0.016,-0.925,57.0,0.153,8.699,-0.141,-8.044,0.098,5.613
160,161,54783,Dylan Wu,9.96,129.478,,,,,,,,,,,,,,,,,,,,,,
161,162,35706,Niklas Norgaard,9.557,162.466,0.5166163141993958,342.0,662.0,0.6990740740740741,604.0,864.0,-0.28,0.5,130.0,260.0,1.656,1431.0,864.0,0.599,24.543,41.0,-0.147,-6.047,-0.471,-19.312,0.078,3.188
162,163,10860,Justin Leonard,9.25,9.25,,,,,,,,,,,,,,,,,,,,,,
163,164,36884,Ben Kohles,8.982,197.602,0.7097457627118644,670.0,944.0,0.7189542483660131,880.0,1224.0,-0.27,0.6046511627906976,208.0,344.0,1.641,2009.0,1224.0,0.117,6.789,58.0,0.626,36.332,-0.06,-3.458,-0.543,-31.517
164,165,51070,Vincent Norrman,8.979,62.85,,,,,,,,,,,,,,,,,,,,,,
165,166,49590,Frankie Capan III,8.664,190.611,0.4189873417721519,331.0,790.0,0.5847953216374269,600.0,1026.0,-0.3,0.5868544600938967,250.0,426.0,1.564,1605.0,1026.0,-1.162,-60.432,52.0,-0.737,-38.298,-0.077,-4.0,0.589,30.637
166,167,50188,S.H. Kim,8.478,16.956,,,,,,,,,,,,,,,,,,,,,,
167,168,27129,Luke List,7.975,175.44,0.6019955654101996,543.0,902.0,0.6598290598290598,772.0,1170.0,-0.27,0.6005025125628141,239.0,398.0,1.625,1901.0,1170.0,0.39,23.416,60.0,-0.408,-24.498,-0.121,-7.245,-0.109,-6.55
168,169,29908,C.T. Pan,7.919,55.433,,,,,,,,,,,,,,,,,,,,,,
169,170,51890,Greyson Sigg,7.821,164.247,0.6300236406619385,533.0,846.0,0.680327868852459,747.0,1098.0,-0.25,0.6324786324786325,222.0,351.0,1.639,1800.0,1098.0,0.03,1.622,54.0,0.307,16.555,0.071,3.829,-0.448,-24.173
170,171,25818,Scott Piercy,7.613,53.292,,,,,,,,,,,,,,,,,,,,,,
171,172,27770,Camilo Villegas,7.515,150.301,0.5170454545454546,455.0,880.0,0.6419753086419753,728.0,1134.0,-0.31,0.5640394088669951,229.0,406.0,1.592,1805.0,1134.0,-0.724,-39.111,54.0,0.017,0.9,0.013,0.727,0.106,5.732
172,173,39327,Ben Silverman,7.472,156.917,0.6036585365853658,495.0,820.0,0.6506591337099812,691.0,1062.0,-0.27,0.6064690026954178,225.0,371.0,1.605,1705.0,1062.0,-0.113,-6.34,56.0,-0.503,-28.155,0.113,6.341,0.116,6.513
173,174,60882,Thomas Rosenmueller,7.192,143.837,0.6189931350114416,541.0,874.0,0.716931216931217,813.0,1134.0,-0.28,0.5482866043613707,176.0,321.0,1.668,1892.0,1134.0,0.451,23.449,52.0,0.436,22.687,-0.385,-20.02,-0.671,-34.885
174,175,58933,Will Chandler,7.168,164.875,0.5942350332594235,536.0,902.0,0.6196581196581197,725.0,1170.0,-0.26,0.5617977528089888,250.0,445.0,1.607,1880.0,1170.0,-0.077,-4.318,56.0,-0.955,-53.468,0.036,2.009,-0.199,-11.141
175,176,32791,K.H. Lee,7.133,71.333,,,,,,,,,,,,,,,,,,,,,,
176,177,40058,Zac Blair,6.928,103.915,0.6523809523809524,411.0,630.0,0.6592592592592592,534.0,810.0,-0.28,0.5942028985507246,164.0,276.0,1.614,1307.0,810.0,-0.437,-15.729,36.0,0.385,13.875,0.034,1.228,-0.247,-8.888
177,178,40115,Adam Svensson,6.85,157.544,0.6357758620689655,590.0,928.0,0.6799336650082919,820.0,1206.0,-0.25,0.6010362694300518,232.0,386.0,1.639,1977.0,1206.0,-0.228,-13.225,58.0,0.212,12.314,0.23,13.335,-0.509,-29.531
178,179,51690,Taylor Dickson,6.753,135.058,0.5866141732283464,447.0,762.0,0.6232323232323232,617.0,990.0,-0.24,0.579088471849866,216.0,373.0,1.626,1610.0,990.0,-0.253,-12.14,48.0,-0.632,-30.357,-0.117,-5.63,-0.377,-18.078
179,180,47988,Nick Hardy,6.609,145.404,0.5680628272251309,434.0,764.0,0.7070707070707071,700.0,990.0,-0.25,0.5724137931034483,166.0,290.0,1.653,1636.0,990.0,0.134,5.877,44.0,0.188,8.276,-0.228,-10.029,-0.221,-9.735
180,181,33413,Ben Martin,6.591,98.858,,,,,,,,,,,,,,,,,,,,,,
181,182,48153,Matthieu Pavon,6.541,143.902,0.6163021868787276,620.0,1006.0,0.6373456790123457,826.0,1296.0,-0.26,0.5297872340425532,249.0,470.0,1.634,2118.0,1296.0,-0.024,-1.601,67.0,-0.421,-28.186,-0.57,-38.177,0.076,5.078
182,183,50823,Tom McKibbin,6.525,13.05,,,,,,,,,,,,,,,,,,,,,,
183,184,36871,Matt NeSmith,6.232,56.088,,,,,,,,,,,,,,,,,,,,,,
184,185,59160,John Pak,6.044,120.87,0.6484560570071259,546.0,842.0,0.6548269581056466,719.0,1098.0,-0.25,0.5989445910290238,227.0,379.0,1.623,1782.0,1098.0,-0.392,-20.37,52.0,0.208,10.812,-0.057,-2.953,-0.503,-26.178
185,186,50497,Adrien Dumont de Chassart,5.963,17.889,,,,,,,,,,,,,,,,,,,,,,
186,187,46435,Austin Cook,5.844,35.065,,,,,,,,,,,,,,,,,,,,,,
187,188,55708,Hayden Buckley,5.577,100.383,0.6114754098360655,373.0,610.0,0.6540404040404041,518.0,792.0,-0.25,0.5802919708029197,159.0,274.0,1.64,1299.0,792.0,0.05,1.693,34.0,-0.332,-11.287,-0.4,-13.587,-0.477,-16.227
188,189,27936,Martin Laird,5.465,49.187,,,,,,,,,,,,,,,,,,,,,,
189,190,46441,Robby Shelton,5.286,21.142,,,,,,,,,,,,,,,,,,,,,,
190,191,34563,Chesson Hadley,5.252,52.522,,,,,,,,,,,,,,,,,,,,,,
191,192,64442,Gordon Sargent,4.895,29.372,,,,,,,,,,,,,,,,,,,,,,
192,193,64693,Matthew Riedel,4.599,87.385,0.56951871657754,426.0,748.0,0.6748971193415638,656.0,972.0,-0.25,0.5727848101265823,181.0,316.0,1.659,1613.0,972.0,-0.14,-6.009,43.0,-0.219,-9.418,-0.461,-19.808,-0.015,-0.651
193,194,24925,Jonathan Byrd,4.559,31.913,,,,,,,,,,,,,,,,,,,,,,
194,195,54813,Philip Knowles,4.548,63.665,,,,,,,,,,,,,,,,,,,,,,
195,196,39859,Cristobal Del Solar,4.407,88.13,0.5048780487804878,414.0,820.0,0.635593220338983,675.0,1062.0,-0.3,0.5297157622739018,205.0,387.0,1.598,1697.0,1062.0,-0.575,-28.727,50.0,-0.362,-18.123,-0.263,-13.16,0.142,7.122
196,197,29970,Dylan Frittelli,4.356,17.422,,,,,,,,,,,,,,,,,,,,,,
197,198,32448,James Hahn,4.181,37.633,,,,,,,,,,,,,,,,,,,,,,
198,199,29478,Kevin Kisner,4.169,66.705,,,,,,,,,,,,,,,,,,,,,,
199,200,49453,Trevor Cone,4.131,82.612,0.5556962025316455,439.0,790.0,0.6734892787524367,691.0,1026.0,-0.25,0.564179104477612,189.0,335.0,1.666,1709.0,1026.0,0.248,11.924,48.0,-0.222,-10.649,-0.155,-7.426,-0.347,-16.645
200,201,47056,Rikuya Hoshino,4.024,68.404,,,,,,,,,,,,,,,,,,,,,,
201,202,22371,Aaron Baddeley,3.784,64.327,,,,,,,,,,,,,,,,,,,,,,
202,203,34466,Peter Malnati,3.621,79.666,0.4806378132118451,422.0,878.0,0.6146384479717814,697.0,1134.0,-0.29,0.5903890160183066,258.0,437.0,1.583,1795.0,1134.0,-0.714,-42.852,60.0,-0.64,-38.405,0.332,19.945,0.034,2.022
203,204,45609,Tyler Duncan,3.578,17.889,,,,,,,,,,,,,,,,,,,,,,
204,205,32757,Patton Kizzire,3.437,72.181,0.5648148148148148,427.0,756.0,0.6388888888888888,621.0,972.0,-0.26,0.6182336182336182,217.0,351.0,1.594,1549.0,972.0,-0.438,-21.905,50.0,-0.22,-10.998,0.532,26.613,-0.429,-21.428
205,206,66743,Luke Clanton,3.429,41.15,,,,,,,,,,,,,,,,,,,,,,
206,207,27095,Nick Watney,3.311,23.178,,,,,,,,,,,,,,,,,,,,,,
207,208,58619,Kevin Velo,3.248,68.211,0.6161473087818697,435.0,706.0,0.6481481481481481,595.0,918.0,-0.25,0.5882352941176471,190.0,323.0,1.638,1504.0,918.0,0.043,1.8,42.0,-0.405,-16.991,-0.124,-5.21,-0.621,-26.075
208,209,24490,George McNeill,3.247,12.989,,,,,,,,,,,,,,,,,,,,,,
209,210,25198,Francesco Molinari,3.218,35.395,,,,,,,,,,,,,,,,,,,,,,
210,211,32640,Troy Merritt,2.952,20.663,,,,,,,,,,,,,,,,,,,,,,
211,212,52144,Braden Thornberry,2.831,56.628,0.4970501474926254,337.0,678.0,0.6179138321995464,545.0,882.0,-0.27,0.5637982195845698,190.0,337.0,1.594,1406.0,882.0,-0.71,-29.115,41.0,-0.954,-39.094,0.043,1.772,0.295,12.102
212,213,32070,Rafael Campos,2.515,62.884,0.5445344129554656,538.0,988.0,0.6165884194053208,788.0,1278.0,-0.27,0.5469387755102041,268.0,490.0,1.603,2048.0,1278.0,-0.373,-23.891,64.0,-0.531,-33.991,-0.304,-19.473,-0.119,-7.64
213,214,52370,Mason Andersen,2.249,42.735,0.5534246575342465,404.0,730.0,0.6142557651991615,586.0,954.0,-0.27,0.6086956521739131,224.0,368.0,1.581,1508.0,954.0,-0.518,-21.775,42.0,-0.856,-35.967,0.074,3.103,-0.013,-0.56
214,215,55623,Kaito Onishi,2.19,41.606,0.5763473053892215,385.0,668.0,0.6180555555555556,534.0,864.0,-0.25,0.6303030303030303,208.0,330.0,1.588,1372.0,864.0,-0.581,-20.345,35.0,-0.434,-15.193,-0.16,-5.606,-0.108,-3.769
215,216,32333,Kevin Tway,2.043,14.304,,,,,,,,,,,,,,,,,,,,,,
216,217,30750,Tommy Gainey,2.03,8.119,,,,,,,,,,,,,,,,,,,,,,
217,218,23983,Luke Donald,1.607,8.036,,,,,,,,,,,,,,,,,,,,,,
218,219,55454,Carl Yuan,1.462,5.849,,,,,,,,,,,,,,,,,,,,,,
219,220,52374,Brandon Wu,1.369,2.738,,,,,,,,,,,,,,,,,,,,,,
220,221,23320,Ryan Palmer,1.363,25.9,,,,,,,,,,,,,,,,,,,,,,
221,222,26476,Chez Reavie,1.25,12.503,,,,,,,,,,,,,,,,,,,,,,
222,223,50474,Tim Widing,1.139,19.362,,,,,,,,,,,,,,,,,,,,,,
223,224,49964,Aaron Wise,1.056,6.333,,,,,,,,,,,,,,,,,,,,,,
224,225,49303,Anders Albertson,0.897,9.863,,,,,,,,,,,,,,,,,,,,,,
225,226,39954,Cody Gribble,0.85,2.551,,,,,,,,,,,,,,,,,,,,,,
226,227,30927,Brendon Todd,0.75,3.75,,,,,,,,,,,,,,,,,,,,,,
227,227,31113,Paul Waring,0.75,9.0,,,,,,,,,,,,,,,,,,,,,,
228,229,33122,Russell Knox,0.705,2.116,,,,,,,,,,,,,,,,,,,,,,
229,230,31560,Brian Stuard,0.664,1.991,,,,,,,,,,,,,,,,,,,,,,
230,231,32366,Kevin Chappell,0.57,2.85,,,,,,,,,,,,,,,,,,,,,,
231,232,32982,Vince Covello,0.521,3.646,,,,,,,,,,,,,,,,,,,,,,
232,233,20766,Padraig Harrington,0.475,2.85,,,,,,,,,,,,,,,,,,,,,,
233,234,65256,David Ford,0.357,2.5,,,,,,,,,,,,,,,,,,,,,,
234,235,47079,Harrison Endycott,0.35,1.75,,,,,,,,,,,,,,,,,,,,,,
235,236,24924,Bill Haas,0.338,2.364,,,,,,,,,,,,,,,,,,,,,,
236,237,25686,Jason Dufner,0.249,1.493,,,,,,,,,,,,,,,,,,,,,,
