,RANK,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS,%_FIR,FAIRWAYS HIT,POSSIBLE FAIRWAYS,%_GIR,GREENS HIT,# HOLES,RELATIVE/PAR,%_Scrambling,PAR OR BETTER,MISSED GIR,AVG_Putting,# OF PUTTS,# OF HOLES,AVG_SG_Tee,TOTAL SG:OTT,MEASURED ROUNDS,AVG_SG_APP,TOTAL SG:APP,AVG_SG_ARG,TOTAL SG:ARG,AVG_SG_PUTTING,TOTAL SG:PUTTING
31,32,46443,Brian Campbell,55.177,1103.535,0.6677215189873418,633.0,948.0,0.6119281045751634,749.0,1224.0,-0.28,0.5747368421052632,273.0,475.0,1.582,1936.0,1224.0,-1.009,-55.503,55.0,-0.028,-1.527,0.131,7.203,0.23,12.675
32,33,59095,Chris Gotterup,54.436,1306.461,0.5574803149606299,708.0,1270.0,0.7032967032967034,1152.0,1638.0,-0.29,0.6358024691358025,309.0,486.0,1.615,2645.0,1638.0,0.568,40.866,72.0,-0.015,-1.095,0.029,2.06,0.004,0.272
33,34,40098,Matt Fitzpatrick,53.505,1016.591,0.612934362934363,635.0,1036.0,0.6674174174174174,889.0,1332.0,-0.29,0.6139954853273137,272.0,443.0,1.601,2133.0,1332.0,0.103,6.823,66.0,0.123,8.1,0.095,6.267,0.326,21.51
34,35,37378,Min Woo Lee,53.201,851.223,0.5551948051948052,513.0,924.0,0.6380471380471381,758.0,1188.0,-0.29,0.5953488372093023,256.0,430.0,1.585,1883.0,1188.0,0.009,0.508,56.0,-0.43,-24.091,0.346,19.365,0.161,9.012
35,36,47993,Denny McCarthy,51.686,1033.723,0.6052631578947368,713.0,1178.0,0.6574074074074074,994.0,1512.0,-0.29,0.61003861003861,316.0,518.0,1.59,2404.0,1512.0,-0.258,-20.098,78.0,0.232,18.069,-0.014,-1.101,0.656,51.156
36,37,40250,Taylor Pendrith,49.278,1034.848,0.5874125874125874,672.0,1144.0,0.6897018970189702,1018.0,1476.0,-0.28,0.5786026200873362,265.0,458.0,1.64,2420.0,1476.0,0.543,41.822,77.0,0.126,9.725,-0.034,-2.633,0.028,2.177
37,38,33653,Thomas Detry,49.109,1080.392,0.5675438596491228,647.0,1140.0,0.6517615176151762,962.0,1476.0,-0.27,0.5914396887159533,304.0,514.0,1.621,2392.0,1476.0,0.169,12.669,75.0,-0.164,-12.28,-0.079,-5.888,0.126,9.425
38,39,39971,Sungjae Im,48.839,1172.147,0.6801470588235294,925.0,1360.0,0.6260022909507446,1093.0,1746.0,-0.32,0.6064318529862175,396.0,653.0,1.565,2732.0,1746.0,0.312,25.623,82.0,-0.984,-80.675,0.531,43.532,0.094,7.742
39,40,59018,Ryan Gerard,48.254,1158.104,0.6206896551724138,792.0,1276.0,0.6467391304347826,1071.0,1656.0,-0.28,0.588034188034188,344.0,585.0,1.6,2649.0,1656.0,0.185,15.317,83.0,0.408,33.831,0.013,1.046,-0.291,-24.145
40,41,34046,Jordan Spieth,48.035,864.638,0.5812236286919831,551.0,948.0,0.6462418300653595,791.0,1224.0,-0.32,0.5958429561200924,258.0,433.0,1.584,1939.0,1224.0,0.313,18.799,60.0,0.23,13.8,0.204,12.219,0.152,9.133
41,42,55893,Sam Stevens,47.26,1181.502,0.5973201692524682,847.0,1418.0,0.6552287581699346,1203.0,1836.0,-0.27,0.6224328593996841,394.0,633.0,1.612,2959.0,1836.0,0.271,25.777,95.0,-0.275,-26.081,0.182,17.261,0.055,5.22
42,43,35532,Tom Hoge,46.641,1026.111,0.5791304347826087,666.0,1150.0,0.6138211382113821,906.0,1476.0,-0.28,0.6,342.0,570.0,1.572,2320.0,1476.0,-0.634,-46.883,74.0,0.264,19.556,-0.002,-0.14,-0.088,-6.514
43,44,60004,Jacob Bridgeman,46.276,1110.614,0.5919540229885057,721.0,1218.0,0.6445707070707071,1021.0,1584.0,-0.29,0.6269982238010657,353.0,563.0,1.581,2505.0,1584.0,-0.079,-6.702,85.0,-0.104,-8.814,0.099,8.443,0.413,35.094
44,45,34021,Bud Cauley,46.169,831.045,0.6095617529880478,612.0,1004.0,0.6566358024691358,851.0,1296.0,-0.29,0.604494382022472,269.0,445.0,1.6,2073.0,1296.0,0.198,12.677,64.0,0.411,26.332,-0.009,-0.57,0.123,7.889
45,46,39975,Michael Kim,44.986,1079.668,0.5893393393393394,785.0,1332.0,0.6498842592592593,1123.0,1728.0,-0.27,0.6297520661157024,381.0,605.0,1.593,2753.0,1728.0,0.043,3.539,83.0,0.368,30.57,0.155,12.841,-0.003,-0.233
46,47,56630,Akshay Bhatia,43.285,908.99,0.6050903119868637,737.0,1218.0,0.6749680715197957,1057.0,1566.0,-0.33,0.5618860510805501,286.0,509.0,1.587,2485.0,1566.0,0.024,1.895,79.0,0.575,45.429,-0.238,-18.825,0.277,21.905
47,48,27349,Alex Noren,42.417,381.75,,,,,,,,,,,,,,,,,,,,,,
48,49,57975,Harry Hall,42.241,929.309,0.5805214723926381,757.0,1304.0,0.6501182033096927,1100.0,1692.0,-0.36,0.6587837837837838,390.0,592.0,1.521,2573.0,1692.0,-0.069,-5.834,84.0,-0.017,-1.44,0.384,32.263,0.881,73.979
49,50,48117,Kurt Kitayama,42.078,841.559,0.5665983606557377,553.0,976.0,0.6738095238095239,849.0,1260.0,-0.33,0.5863746958637469,241.0,411.0,1.594,2009.0,1260.0,0.53,33.408,63.0,0.359,22.647,0.15,9.436,-0.275,-17.347
50,51,27064,Jhonattan Vegas,41.196,782.731,0.5424242424242425,537.0,990.0,0.6682316118935837,854.0,1278.0,-0.26,0.5636792452830188,239.0,424.0,1.646,2103.0,1278.0,0.262,16.264,62.0,0.123,7.656,-0.101,-6.252,-0.285,-17.688
51,52,51766,Wyndham Clark,40.613,852.873,0.5482142857142858,614.0,1120.0,0.6548611111111111,943.0,1440.0,-0.33,0.5814889336016097,289.0,497.0,1.588,2286.0,1440.0,0.092,6.055,66.0,-0.284,-18.758,0.296,19.564,0.142,9.348
52,53,46414,Aaron Rai,40.559,811.189,0.7385229540918163,740.0,1002.0,0.7052469135802469,914.0,1296.0,-0.26,0.5916230366492147,226.0,382.0,1.65,2139.0,1296.0,0.391,24.608,63.0,0.476,30.012,0.077,4.861,-0.134,-8.426
53,54,52453,Nicolai Højgaard,39.732,595.975,0.5319444444444444,383.0,720.0,0.7040598290598291,659.0,936.0,-0.33,0.5523465703971119,153.0,277.0,1.63,1526.0,936.0,0.212,8.923,42.0,0.6,25.185,-0.288,-12.082,0.19,7.992
54,55,47420,Jake Knapp,39.608,871.386,0.5561797752808989,594.0,1068.0,0.676046176046176,937.0,1386.0,-0.35,0.621380846325167,279.0,449.0,1.584,2195.0,1386.0,0.248,18.319,74.0,0.003,0.209,-0.089,-6.616,0.456,33.717
55,56,49771,J.T. Poston,38.62,849.645,0.6574675324675324,810.0,1232.0,0.6527777777777778,1034.0,1584.0,-0.28,0.6054545454545455,333.0,550.0,1.598,2531.0,1584.0,0.125,10.039,80.0,0.07,5.626,0.194,15.549,0.033,2.625
56,57,54421,Garrick Higgo,36.909,406.0,,,,,,,,,,,,,,,,,,,,,,
57,58,29725,Tony Finau,36.313,689.953,0.5694164989939637,566.0,994.0,0.6494522691705791,830.0,1278.0,-0.26,0.578125,259.0,448.0,1.617,2066.0,1278.0,-0.092,-5.688,62.0,-0.135,-8.386,0.206,12.746,-0.117,-7.283
58,59,32102,Rickie Fowler,35.007,665.125,0.6368715083798883,684.0,1074.0,0.652958152958153,905.0,1386.0,-0.31,0.632016632016632,304.0,481.0,1.576,2184.0,1386.0,0.285,20.2,71.0,0.042,3.01,-0.057,-4.053,0.085,6.005
59,60,37455,Si Woo Kim,33.913,881.749,0.6636636636636637,884.0,1332.0,0.660233918128655,1129.0,1710.0,-0.31,0.6179001721170396,359.0,581.0,1.582,2705.0,1710.0,0.31,26.66,86.0,0.423,36.42,0.35,30.136,-0.394,-33.922
60,61,29420,Billy Horschel,33.226,398.717,,,,,,,,,,,,,,,,,,,,,,
61,62,60067,Joe Highsmith,33.133,828.333,0.6041666666666666,638.0,1056.0,0.6089181286549707,833.0,1368.0,-0.31,0.5495327102803739,294.0,535.0,1.587,2171.0,1368.0,-0.114,-7.628,67.0,-0.337,-22.565,-0.104,-6.991,-0.109,-7.294
62,63,36799,Stephan Jaeger,32.991,725.8,0.522202486678508,588.0,1126.0,0.6371742112482853,929.0,1458.0,-0.32,0.5860113421550095,310.0,529.0,1.575,2296.0,1458.0,-0.334,-24.723,74.0,0.23,17.046,0.156,11.509,0.228,16.883
63,64,30926,Chris Kirk,32.479,682.049,0.6115384615384616,636.0,1040.0,0.6764264264264265,901.0,1332.0,-0.3,0.5986078886310905,258.0,431.0,1.605,2138.0,1332.0,0.123,8.365,68.0,0.33,22.448,0.11,7.456,-0.283,-19.233
64,65,51349,Nico Echavarria,32.023,672.481,0.6256983240223464,672.0,1074.0,0.6601731601731602,915.0,1386.0,-0.32,0.5987261146496815,282.0,471.0,1.584,2196.0,1386.0,-0.093,-6.034,65.0,0.124,8.07,-0.335,-21.802,0.593,38.546
65,66,51977,Max Greyserman,32.016,768.387,0.5472,684.0,1250.0,0.6479400749063671,1038.0,1602.0,-0.32,0.5833333333333334,329.0,564.0,1.582,2535.0,1602.0,-0.074,-5.642,76.0,-0.03,-2.274,0.138,10.464,0.262,19.92
66,67,35506,Mackenzie Hughes,31.978,703.512,0.5553602811950791,632.0,1138.0,0.6483739837398373,957.0,1476.0,-0.26,0.6146435452793835,319.0,519.0,1.602,2364.0,1476.0,-0.215,-16.765,78.0,-0.185,-14.43,0.299,23.33,0.116,9.036
67,68,54304,Karl Vilips,30.29,514.936,0.5546666666666666,416.0,750.0,0.6718106995884774,653.0,972.0,-0.31,0.542319749216301,173.0,319.0,1.62,1575.0,972.0,-0.226,-10.387,46.0,0.114,5.253,-0.232,-10.661,-0.383,-17.615
68,69,31323,Gary Woodland,29.925,598.5,0.5899621212121212,623.0,1056.0,0.6754385964912281,924.0,1368.0,-0.29,0.581081081081081,258.0,444.0,1.614,2208.0,1368.0,0.248,17.872,72.0,0.364,26.18,-0.429,-30.897,0.229,16.515
69,70,39546,Keith Mitchell,29.465,589.301,0.5909090909090909,624.0,1056.0,0.695906432748538,952.0,1368.0,-0.3,0.6153846153846154,256.0,416.0,1.611,2204.0,1368.0,0.513,33.842,66.0,0.173,11.448,-0.204,-13.491,-0.024,-1.594
70,71,31646,Emiliano Grillo,28.94,636.669,0.6699346405228758,820.0,1224.0,0.6767676767676768,1072.0,1584.0,-0.3,0.595703125,305.0,512.0,1.602,2538.0,1584.0,0.174,13.576,78.0,0.321,25.0,-0.266,-20.753,0.261,20.329
71,72,40006,Erik van Rooyen,28.838,634.445,0.5849673202614379,537.0,918.0,0.6666666666666666,792.0,1188.0,-0.31,0.5227272727272727,207.0,396.0,1.62,1925.0,1188.0,0.186,11.364,61.0,0.017,1.02,-0.026,-1.584,-0.401,-24.481
72,73,45157,Cam Davis,28.424,625.333,0.5389755011135857,484.0,898.0,0.6258680555555556,721.0,1152.0,-0.31,0.5498839907192575,237.0,431.0,1.584,1825.0,1152.0,-0.347,-20.794,60.0,-0.197,-11.831,-0.125,-7.514,-0.01,-0.574
73,74,48867,Matti Schmid,28.163,619.596,0.5575539568345323,620.0,1112.0,0.6840277777777778,985.0,1440.0,-0.32,0.5538461538461539,252.0,455.0,1.622,2335.0,1440.0,0.113,6.871,61.0,0.059,3.612,-0.298,-18.201,0.304,18.548
74,75,45242,Kevin Yu,28.027,644.628,0.6218274111675127,735.0,1182.0,0.7013071895424836,1073.0,1530.0,-0.33,0.562363238512035,257.0,457.0,1.627,2489.0,1530.0,0.625,46.233,74.0,0.339,25.116,-0.157,-11.585,-0.068,-5.044
75,76,36699,Patrick Rodgers,27.816,667.592,0.5735042735042735,671.0,1170.0,0.6415343915343915,970.0,1512.0,-0.29,0.6309963099630996,342.0,542.0,1.581,2390.0,1512.0,0.022,1.731,77.0,-0.1,-7.699,0.063,4.822,0.081,6.215
76,77,52686,Rasmus Højgaard,27.794,500.297,0.5567685589519651,510.0,916.0,0.6675084175084175,793.0,1188.0,-0.31,0.529113924050633,209.0,395.0,1.636,1943.0,1188.0,0.183,9.87,54.0,-0.098,-5.267,-0.022,-1.193,-0.048,-2.583
77,78,47995,Davis Riley,27.154,651.705,0.5461883408071749,609.0,1115.0,0.6201388888888889,893.0,1440.0,-0.31,0.5795246800731262,317.0,547.0,1.575,2268.0,1440.0,-0.42,-26.484,63.0,-0.519,-32.699,0.325,20.485,0.174,10.979
78,79,63121,William Mouw,27.109,542.184,0.5990888382687927,526.0,878.0,0.6904761904761905,783.0,1134.0,-0.28,0.603988603988604,212.0,351.0,1.618,1835.0,1134.0,0.353,16.933,48.0,-0.276,-13.24,-0.272,-13.033,0.263,12.627
79,80,58168,Davis Thompson,26.722,614.617,0.6360544217687075,748.0,1176.0,0.6891534391534392,1042.0,1512.0,-0.29,0.5765957446808511,271.0,470.0,1.626,2458.0,1512.0,0.505,38.368,76.0,0.102,7.737,0.177,13.482,-0.277,-21.084
80,81,24502,Adam Scott,26.537,451.128,0.5833333333333334,539.0,924.0,0.6607744107744108,785.0,1188.0,-0.29,0.5607940446650124,226.0,403.0,1.625,1930.0,1188.0,0.348,20.199,58.0,0.17,9.874,0.03,1.759,-0.1,-5.825
81,82,33948,Byeong Hun An,25.888,595.434,0.5422077922077922,668.0,1232.0,0.6502525252525253,1030.0,1584.0,-0.29,0.5974729241877257,331.0,554.0,1.601,2536.0,1584.0,0.372,29.049,78.0,-0.349,-27.22,0.177,13.794,-0.414,-32.291
82,83,39335,Kevin Roy,25.261,555.744,0.6367112810707457,666.0,1046.0,0.6911111111111111,933.0,1350.0,-0.31,0.6211031175059952,259.0,417.0,1.61,2173.0,1350.0,0.292,17.795,61.0,0.053,3.224,0.059,3.594,0.144,8.786
83,84,45522,Christiaan Bezuidenhout,25.187,579.292,0.6451342281879194,769.0,1192.0,0.6633986928104575,1015.0,1530.0,-0.27,0.6368932038834951,328.0,515.0,1.604,2454.0,1530.0,-0.366,-26.713,73.0,-0.075,-5.476,0.3,21.899,0.509,37.184
84,85,46340,Alex Smalley,25.173,553.807,0.6392045454545454,675.0,1056.0,0.6834795321637427,935.0,1368.0,-0.31,0.6374133949191686,276.0,433.0,1.61,2202.0,1368.0,0.461,29.949,65.0,0.085,5.512,0.116,7.56,0.121,7.852
85,86,52372,Cameron Champ,24.607,270.673,,,,,,,,,,,,,,,,,,,,,,
86,87,59141,Matt McCarty,23.27,535.211,0.6429840142095915,724.0,1126.0,0.663923182441701,968.0,1458.0,-0.3,0.6285714285714286,308.0,490.0,1.573,2294.0,1458.0,0.057,3.853,68.0,-0.057,-3.879,0.056,3.806,0.349,23.753
87,88,36801,Mark Hubbard,23.232,557.565,0.6098169717138103,733.0,1202.0,0.6692506459948321,1036.0,1548.0,-0.3,0.60546875,310.0,512.0,1.603,2482.0,1548.0,-0.038,-2.828,75.0,0.11,8.247,-0.044,-3.27,0.224,16.794
88,89,52666,Sami Valimaki,23.14,462.808,0.596039603960396,602.0,1010.0,0.678082191780822,891.0,1314.0,-0.29,0.5886524822695035,249.0,423.0,1.596,2097.0,1314.0,-0.338,-22.337,66.0,0.503,33.23,-0.185,-12.195,0.496,32.712
89,90,57364,Michael Thorbjornsen,22.694,453.874,0.6121212121212121,606.0,990.0,0.7245696400625978,926.0,1278.0,-0.31,0.5653409090909091,199.0,352.0,1.641,2097.0,1278.0,0.538,31.19,58.0,0.172,9.991,-0.25,-14.493,-0.131,-7.589
90,91,47483,Will Zalatoris,22.618,248.796,,,,,,,,,,,,,,,,,,,,,,
91,92,59143,Mac Meissner,22.505,495.111,0.5812854442344045,615.0,1058.0,0.658625730994152,901.0,1368.0,-0.28,0.6531049250535332,305.0,467.0,1.594,2181.0,1368.0,-0.257,-16.684,65.0,0.316,20.537,0.298,19.358,-0.061,-3.934
92,93,48887,Matt Wallace,21.97,439.406,0.5675965665236051,529.0,932.0,0.6633499170812603,800.0,1206.0,-0.28,0.6379310344827587,259.0,406.0,1.609,1941.0,1206.0,-0.157,-7.835,50.0,0.079,3.962,0.564,28.193,0.121,6.074
93,94,23108,Matt Kuchar,21.926,285.037,0.629156010230179,492.0,782.0,0.6547619047619048,660.0,1008.0,-0.3,0.6637931034482759,231.0,348.0,1.554,1566.0,1008.0,-0.293,-15.842,54.0,0.136,7.33,0.274,14.786,0.439,23.73
94,95,51287,Ryo Hisatsune,21.921,504.179,0.6009009009009009,667.0,1110.0,0.6861111111111111,988.0,1440.0,-0.26,0.6194690265486725,280.0,452.0,1.63,2347.0,1440.0,0.113,8.215,73.0,0.172,12.549,0.14,10.233,-0.136,-9.939
95,96,47591,Eric Cole,21.107,548.792,0.5625920471281296,764.0,1358.0,0.6282932416953035,1097.0,1746.0,-0.31,0.6147919876733436,399.0,649.0,1.557,2718.0,1746.0,-0.476,-42.854,90.0,0.15,13.54,0.134,12.089,0.207,18.666
96,97,59836,Pierceson Coody,20.626,247.507,,,,,,,,,,,,,,,,,,,,,,
97,98,35461,Beau Hossler,20.577,452.704,0.5236013986013986,599.0,1144.0,0.6307588075880759,931.0,1476.0,-0.31,0.6110091743119266,333.0,545.0,1.56,2303.0,1476.0,-0.338,-25.313,75.0,-0.323,-24.192,0.446,33.429,0.294,22.055
98,99,54607,Danny Walker,20.567,411.347,0.5459905660377359,463.0,848.0,0.6548269581056466,719.0,1098.0,-0.32,0.5778364116094987,219.0,379.0,1.591,1747.0,1098.0,0.019,0.869,46.0,0.008,0.377,0.03,1.367,0.1,4.61
99,100,49947,Taylor Moore,20.258,405.159,0.5686475409836066,555.0,976.0,0.6714285714285714,846.0,1260.0,-0.3,0.5942028985507246,246.0,414.0,1.613,2033.0,1260.0,0.238,14.995,63.0,-0.156,-9.848,0.366,23.067,-0.171,-10.742
100,101,54628,Lee Hodges,20.169,383.214,0.639821029082774,572.0,894.0,0.7022569444444444,809.0,1152.0,-0.29,0.6355685131195336,218.0,343.0,1.615,1861.0,1152.0,0.087,4.957,57.0,0.432,24.633,0.073,4.153,0.025,1.445
101,102,56781,Isaiah Salinda,20.157,382.986,0.6002358490566038,509.0,848.0,0.6775956284153005,744.0,1098.0,-0.28,0.5903954802259888,209.0,354.0,1.634,1794.0,1098.0,0.519,28.034,54.0,-0.279,-15.061,-0.067,-3.594,-0.474,-25.615
102,103,34256,Andrew Putnam,20.152,423.184,0.7014767932489452,665.0,948.0,0.7026143790849673,860.0,1224.0,-0.26,0.6675824175824175,243.0,364.0,1.608,1968.0,1224.0,-0.684,-38.96,57.0,0.341,19.423,0.439,25.005,0.426,24.306
103,104,24024,Zach Johnson,19.88,298.196,,,,,,,,,,,,,,,,,,,,,,
104,105,34076,Joel Dahmen,19.664,432.614,0.6870967741935484,639.0,930.0,0.6782752902155887,818.0,1206.0,-0.27,0.6056701030927835,235.0,388.0,1.627,1962.0,1206.0,0.161,8.999,56.0,0.215,12.041,-0.086,-4.797,-0.258,-14.466
